CLUSTER_ID,COORDINATES
2339,[ -8.590446  40.676652]
2340,[ -8.307549  41.485932]
2341,[ -8.633979  40.981437]
2342,[ -8.766576  41.729697]
2343,[ -7.910973  40.695246]
2344,[ -7.951824  41.48208 ]
2345,[ -8.257518  41.278869]
2346,[ -7.355619  40.630176]
2347,[ -8.501472  41.021568]
2348,[ -8.558901  40.055337]
2349,[ -7.836948  41.057226]
2350,[ -8.417016  41.503509]
2351,[ -8.497926  41.445693]
2352,[ -7.847397  41.167575]
2353,[ -8.414928  41.401809]
2354,[ -7.954092  41.479011]
2355,[ -9.096534  38.755215]
2356,[ -8.415333  40.867353]
2357,[ -6.947424  41.56686 ]
2358,[ -7.539741  40.396887]
2359,[ -8.659593  41.341527]
2360,[ -8.21808   41.258259]
2361,[ -7.992783  41.511582]
2362,[ -8.492436  40.883211]
2363,[ -8.373717  40.385844]
2364,[ -8.559387  40.82076 ]
2365,[ -8.106012  41.563548]
2366,[ -8.384364  41.338836]
2367,[ -8.442378  41.418009]
2368,[ -8.553708  40.890609]
2369,[ -7.897347  41.154129]
2370,[ -6.270084  41.500557]
2371,[ -8.320095  40.493241]
2372,[ -8.284626  41.436036]
2373,[ -8.268966  41.432931]
2374,[ -8.645499  40.648167]
2375,[ -8.570772  41.367933]
2376,[ -8.556192  40.815747]
2377,[ -8.665254  41.286771]
2378,[ -8.638722  41.413986]
2379,[ -8.70048   40.277457]
2380,[ -8.150283  41.404014]
2381,[ -8.474616  41.362452]
2382,[ -8.179263  41.105799]
2383,[ -8.38251   41.423787]
2384,[ -8.552619  40.954185]
2385,[ -9.158985  38.758716]
2386,[ -8.774244  41.432373]
2387,[ -6.984468  41.482692]
2388,[ -8.869815  40.159062]
2389,[ -7.876359  40.673142]
2390,[ -7.861932  40.477563]
2391,[ -8.046783  41.409414]
2392,[ -8.468874  41.745492]
2393,[ -8.403516  40.851963]
2394,[ -8.202897  41.028768]
2395,[ -9.156276  38.737296]
2396,[ -8.167635  41.526063]
2397,[ -8.247654  41.576427]
2398,[ -8.446716  40.91751 ]
2399,[ -8.398188  41.26455 ]
2400,[ -8.842788  40.167423]
2401,[ -8.208792  41.446944]
2402,[ -8.456904  41.351643]
2403,[ -8.41194   40.689432]
2404,[ -8.59545   41.015889]
2405,[ -8.611776  40.961988]
2406,[ -8.393778  40.839111]
2407,[ -8.133669  41.358951]
2408,[ -8.421156  41.15475 ]
2409,[ -8.184249  41.368491]
2410,[ -8.211546  41.289813]
2411,[ -8.866845  40.152357]
2412,[ -8.791506  41.61294 ]
2413,[ -8.749845  41.629626]
2414,[ -6.263919  41.581962]
2415,[ -8.273565  41.5782  ]
2416,[ -8.729073  41.415345]
2417,[ -8.520237  41.378067]
2418,[ -8.326413  41.299362]
2419,[ -8.506764  41.440059]
2420,[ -8.604648  40.983768]
2421,[ -8.664777  40.548744]
2422,[ -8.802684  40.456737]
2423,[ -8.402256  40.838688]
2424,[ -8.836317  41.878836]
2425,[ -8.372655  41.14449 ]
2426,[ -8.439228  40.936428]
2427,[ -8.232264  41.454171]
2428,[ -8.346474  40.835313]
2429,[ -8.456634  41.499027]
2430,[ -8.211078  41.76549 ]
2431,[ -8.594874  41.358582]
2432,[ -8.801487  40.460535]
2433,[ -8.505792  41.429772]
2434,[ -8.589573  41.03361 ]
2435,[ -8.16345   41.301495]
2436,[ -8.340363  41.298327]
2437,[ -8.465661  41.10597 ]
2438,[ -7.925382  41.495958]
2439,[ -8.187255  41.250762]
2440,[ -8.428302  41.538663]
2441,[ -7.247592  40.557438]
2442,[ -8.210781  41.279931]
2443,[ -8.413848  41.820831]
2444,[ -8.439264  40.196988]
2445,[ -9.136584  38.71548 ]
2446,[ -8.252118  41.038965]
2447,[ -8.593614  40.951467]
2448,[ -7.825752  41.152302]
2449,[ -8.665722  39.62745 ]
2450,[ -8.712441  40.637556]
2451,[ -8.472267  41.502564]
2452,[ -8.081721  41.25897 ]
2453,[ -9.154863  38.726451]
2454,[ -7.991469  41.499693]
2455,[ -6.928299  41.590908]
2456,[ -8.764794  41.423058]
2457,[ -8.310924  41.416137]
2458,[ -8.462646  40.979151]
2459,[ -8.488845  40.391811]
2460,[ -8.767908  41.635674]
2461,[ -8.745075  41.521473]
2462,[ -8.522307  40.719996]
2463,[ -8.5275   40.49199]
2464,[ -8.234964  41.581179]
2465,[ -8.865468  41.783652]
2466,[ -8.092629  40.475601]
2467,[ -8.338248  40.68441 ]
2468,[ -7.504857  41.270715]
2469,[ -8.41257   41.068998]
2470,[ -8.459289  41.295357]
2471,[ -8.724555  41.40927 ]
2472,[ -7.625673  40.497237]
2473,[ -8.727858  41.453766]
2474,[ -7.679034  41.496993]
2475,[ -8.276832  41.049216]
2476,[ -8.723142  41.470839]
2477,[ -8.651907  40.605066]
2478,[ -8.43903   41.358357]
2479,[ -8.282358  41.056983]
2480,[ -8.716977  41.628114]
2481,[ -8.308251  41.207526]
2482,[ -8.639424  42.016401]
2483,[ -8.21547   41.128119]
2484,[ -8.366139  41.270733]
2485,[ -8.405595  41.628924]
2486,[ -8.036469  40.995594]
2487,[ -8.449551  40.381461]
2488,[ -8.208765  41.23728 ]
2489,[ -7.848756  40.635594]
2490,[ -8.200404  41.224815]
2491,[ -8.394336  40.66344 ]
2492,[ -8.497944  40.818573]
2493,[ -8.429994  40.254615]
2494,[ -7.45227   41.407461]
2495,[ -8.323875  41.497596]
2496,[ -8.453844  41.562756]
2497,[ -8.458497  41.042871]
2498,[ -8.424513  41.850729]
2499,[ -8.869914  40.1643  ]
2500,[ -7.154397  41.072589]
2501,[ -8.463015  41.507748]
2502,[ -8.571735  40.986297]
2503,[ -7.987212  41.513409]
2504,[ -8.078031  41.396922]
2505,[ -7.49403   39.822066]
2506,[ -8.432613  40.995486]
2507,[ -8.255988  41.062176]
2508,[ -8.734032  41.384223]
2509,[ -8.521911  40.962447]
2510,[ -8.457021  41.663412]
2511,[ -8.463087  41.603364]
2512,[ -8.534691  41.354712]
2513,[ -7.740144  41.245056]
2514,[ -8.342622  41.487543]
2515,[ -8.467146  41.339826]
2516,[ -7.947756  41.410197]
2517,[ -8.466426  41.486832]
2518,[ -8.217081  41.247603]
2519,[ -8.738478  41.518206]
2520,[ -7.76061   41.283783]
2521,[ -8.418024  41.527809]
2522,[ -7.719246  40.485609]
2523,[ -8.480709  40.902966]
2524,[ -8.508546  42.07086 ]
2525,[ -8.631702  40.781745]
2526,[ -8.676891  40.869891]
2527,[ -8.967933  38.995884]
2528,[ -8.296587  41.609079]
2529,[ -9.219195  38.745837]
2530,[ -9.097821  38.827908]
2531,[ -8.613171  40.955571]
2532,[ -8.630991  40.603293]
2533,[ -7.614864  41.262435]
2534,[ -8.279649  41.074974]
2535,[ -7.996914  41.392422]
2536,[ -8.788473  41.576409]
2537,[ -8.431245  41.163354]
2538,[ -8.529264  41.001084]
2539,[ -8.244657  41.172417]
2540,[ -8.628084  41.535828]
2541,[ -8.430786  40.571865]
2542,[ -8.539191  40.76019 ]
2543,[ -8.167725  41.344812]
2544,[-17.719776  47.397816]
2545,[ -8.651007  41.325777]
2546,[ -8.1846    41.232258]
2547,[ -8.684496  39.666384]
2548,[ -8.947953  39.047382]
2549,[ -8.518806  40.340745]
2550,[ -8.586774  41.419593]
2551,[ -8.484336  41.483952]
2552,[ -8.3628   41.70186]
2553,[ -8.549775  41.290101]
2554,[ -8.588412  40.667535]
2555,[ -8.557299  40.598883]
2556,[ -9.36882   39.353202]
2557,[ -9.420849  38.700792]
2558,[ -8.427312  41.58819 ]
2559,[ -8.61039   41.391171]
2560,[ -8.590383  40.347918]
2561,[ -8.614773  40.638798]
2562,[ -8.384535  41.235327]
2563,[ -8.221068  41.061672]
2564,[ -8.246709  41.728599]
2565,[ -8.613675  40.913307]
2566,[ -8.073252  41.292882]
2567,[ -8.18019  41.45481]
2568,[ -8.516745  40.865175]
2569,[ -8.416377  41.268375]
2570,[ -8.196084  41.454207]
2571,[ -8.739774  41.906799]
2572,[ -7.353126  41.738382]
2573,[ -8.369361  41.413023]
2574,[ -8.387496  41.590602]
2575,[ -9.071118  38.869479]
2576,[ -8.317413  41.475006]
2577,[ -8.586621  41.322879]
2578,[ -9.139851  38.705958]
2579,[ -8.305497  41.25114 ]
2580,[ -8.601165  40.920507]
2581,[ -8.303319  41.426442]
2582,[ -8.751771  41.391774]
2583,[ -8.680518  41.746599]
2584,[ -7.809534  40.499532]
2585,[ -8.601858  40.419072]
2586,[ -8.305497  40.932918]
2587,[ -8.684397  39.640401]
2588,[ -7.177545  41.48118 ]
2589,[ -8.564445  41.316021]
2590,[ -8.471709  40.572099]
2591,[ -8.165502  41.388291]
2592,[ -8.718507  40.34034 ]
2593,[ -8.261424  41.089338]
2594,[ -7.981641  41.491287]
2595,[ -7.232103  40.879449]
2596,[ -8.387136  42.032988]
2597,[ -8.748063  41.404194]
2598,[ -8.53641   40.659534]
2599,[ -8.561061  41.640174]
2600,[ -8.278326  41.466438]
2601,[ -8.470971  40.831659]
2602,[ -8.492949  41.446323]
2603,[ -8.300538  41.412636]
2604,[ -8.475129  41.400351]
2605,[ -7.834473  41.287536]
2606,[ -8.859888  41.840109]
2607,[ -8.474175  41.567976]
2608,[ -7.995042  40.728969]
2609,[ -8.604513  41.043483]
2610,[ -8.310978  41.168871]
2611,[ -8.555778  41.743584]
2612,[ -8.327763  39.763449]
2613,[ -8.633034  40.622274]
2614,[ -8.573886  40.938813]
2615,[ -8.222463  41.246901]
2616,[ -8.448075  40.537197]
2617,[ -8.583498  41.512356]
2618,[ -8.783181  41.556456]
2619,[ -8.313174  41.071698]
2620,[ -8.527887  41.810526]
2621,[ -8.283996  41.061708]
2622,[ -8.40501   41.582142]
2623,[ -8.366184  41.114403]
2624,[ -8.265339  41.015439]
2625,[ -8.62452   40.882365]
2626,[ -8.194464  41.248638]
2627,[ -8.402076  41.030991]
2628,[ -8.734788  41.631984]
2629,[ -8.820063  41.706855]
2630,[ -8.497989  41.493681]
2631,[ -7.56      40.037778]
2632,[ -8.317233  40.73184 ]
2633,[ -8.610084  41.317695]
2634,[ -7.962993  41.169501]
2635,[ -8.369208  41.229909]
2636,[ -7.761726  40.601781]
2637,[ -8.555364  41.332356]
2638,[ -8.547921  40.899969]
2639,[ -8.810865  39.74922 ]
2640,[ -8.145171  40.767399]
2641,[ -8.836767  40.987494]
2642,[ -8.05284   41.292918]
2643,[ -8.235117  41.328756]
2644,[ -8.407683  40.207491]
2645,[ -8.028513  41.256729]
2646,[ -7.597764  41.254272]
2647,[ -7.527735  41.214663]
2648,[ -8.113518  41.123376]
2649,[ -8.583804  40.921884]
2650,[ -8.466957  41.335128]
2651,[ -8.323146  41.403285]
2652,[ -8.102412  40.691241]
2653,[ -8.142237  41.212341]
2654,[ -8.731782  41.495508]
2655,[ -8.61984   41.294583]
2656,[ -8.484678  40.292271]
2657,[ -8.171469  41.164371]
2658,[ -7.706475  40.40928 ]
2659,[ -8.352108  41.397579]
2660,[ -8.424369  41.032539]
2661,[ -8.557308  40.845519]
2662,[ -8.635176  40.913955]
2663,[ -8.984619  39.427155]
2664,[ -8.706753  41.475996]
2665,[ -8.492697  41.068764]
2666,[ -8.395632  41.616306]
2667,[ -8.68491  41.34663]
2668,[ -8.454348  41.64831 ]
2669,[ -8.374059  41.370444]
2670,[ -8.325045  41.477625]
2671,[ -8.309187  41.222538]
2672,[ -8.29719   41.092794]
2673,[ -8.757765  40.199058]
2674,[ -8.330616  41.244687]
2675,[ -8.486478  40.760892]
2676,[ -7.590573  41.265351]
2677,[ -9.011421  39.582423]
2678,[ -8.558613  40.959387]
2679,[ -7.859871  41.25861 ]
2680,[ -8.51526   41.389677]
2681,[ -8.352009  41.281398]
2682,[ -8.0856    41.132916]
2683,[ -8.351667  41.434614]
2684,[ -8.423649  41.204709]
2685,[ -8.706852  40.417443]
2686,[ -7.812891  41.096601]
2687,[ -6.766614  41.801355]
2688,[ -8.597376  40.643973]
2689,[ -8.154486  41.463108]
2690,[ -7.504353  40.280355]
2691,[ -8.444916  41.403339]
2692,[ -8.359371  41.290569]
2693,[ -8.791398  41.542497]
2694,[ -8.008992  41.18535 ]
2695,[ -8.638848  41.529339]
2696,[ -8.265177  41.186178]
2697,[ -8.514783  41.798133]
2698,[ -8.703531  41.342643]
2699,[ -8.486721  40.89051 ]
2700,[ -8.437878  40.254534]
2701,[ -8.701515  40.759515]
2702,[ -6.997968  41.838345]
2703,[ -7.702407  41.772645]
2704,[ -7.172757  41.300622]
2705,[ -8.465751  41.258763]
2706,[ -8.593875  40.910436]
2707,[ -8.810694  41.69844 ]
2708,[ -8.645202  40.775535]
2709,[ -8.648685  40.620528]
2710,[ -8.366571  41.18067 ]
2711,[ -8.435979  40.915683]
2712,[ -8.555904  41.614209]
2713,[ -7.905744  41.13405 ]
2714,[ -8.560179  40.773591]
2715,[ -8.617068  40.898196]
2716,[ -7.59204   41.639499]
2717,[ -8.782065  41.91327 ]
2718,[ -8.445087  40.882248]
2719,[ -8.654364  40.318353]
2720,[ -8.392545  41.348241]
2721,[ -8.483976  41.33187 ]
2722,[ -7.963965  40.660002]
2723,[ -8.569521  40.916196]
2724,[ -8.337519  41.220801]
2725,[ -8.617851  42.04458 ]
2726,[ -8.610903  40.900761]
2727,[ -8.855667  39.747249]
2728,[ -8.263107  41.269743]
2729,[ -8.452107  41.454189]
2730,[ -8.328483  40.939011]
2731,[ -8.618787  40.943871]
2732,[ -8.609904  41.521779]
2733,[ -8.196363  40.682124]
2734,[ -8.756991  41.493303]
2735,[ -7.766487  40.604445]
2736,[ -8.198019  41.234967]
2737,[ -8.512308  41.384763]
2738,[ -7.589475  41.544378]
2739,[ -8.347383  41.358879]
2740,[ -7.762077  40.609206]
2741,[ -8.029035  41.170662]
2742,[ -8.699004  40.456098]
2743,[ -7.803621  41.163021]
2744,[ -8.398404  41.253264]
2745,[ -9.162828  38.73708 ]
2746,[ -8.401986  40.833675]
2747,[ -8.519292  40.95189 ]
2748,[ -7.866459  41.031189]
2749,[ -8.762679  41.427378]
2750,[ -8.294733  41.364306]
2751,[ -8.554248  41.72328 ]
2752,[ -8.205588  40.678479]
2753,[ -8.430471  41.915034]
2754,[ -8.174115  41.211117]
2755,[ -8.803755  41.624676]
2756,[ -8.379108  41.373189]
2757,[ -8.015274  41.317659]
2758,[ -8.159139  41.000346]
2759,[ -8.168508  41.096277]
2760,[ -9.11961   38.785428]
2761,[ -8.417547  41.206068]
2762,[ -8.552241  41.579712]
2763,[ -8.074755  40.522464]
2764,[ -7.524675  41.300757]
2765,[ -8.441046  41.371362]
2766,[ -7.64064   41.502078]
2767,[ -8.404137  41.407992]
2768,[ -8.465283  41.249241]
2769,[ -8.762499  40.559283]
2770,[ -8.474301  41.267205]
2771,[ -8.753778  39.948462]
2772,[ -8.315226  41.15763 ]
2773,[ -8.254584  41.33745 ]
2774,[ -8.311842  41.190093]
2775,[ -8.486163  41.418801]
2776,[ -8.599383  41.380227]
2777,[ -8.786763  41.616261]
2778,[ -7.732962  41.286168]
2779,[ -8.577711  41.753133]
2780,[ -8.546013  40.634883]
2781,[ -8.51418   40.890141]
2782,[ -8.161038  41.063445]
2783,[ -8.342388  41.41908 ]
2784,[ -7.704783  40.861629]
2785,[ -8.096202  41.31702 ]
2786,[ -8.446626  40.355361]
2787,[ -8.731323  41.581152]
2788,[ -8.273988  41.286501]
2789,[ -8.286066  41.082489]
2790,[ -8.640018  42.077961]
2791,[ -8.261937  41.265513]
2792,[ -8.000046  41.387598]
2793,[ -8.368542  41.682924]
2794,[ -8.464356  41.564403]
2795,[ -8.622234  40.84659 ]
2796,[ -8.16039   41.197005]
2797,[ -8.401266  41.337297]
2798,[ -8.240886  41.178294]
2799,[ -8.786358  41.904099]
2800,[ -8.426889  41.57928 ]
2801,[ -8.422443  41.434794]
2802,[ -8.578683  40.184019]
2803,[ -8.486829  41.052708]
2804,[ -8.022465  40.748787]
2805,[ -8.599194  40.984254]
2806,[ -9.190629  38.778192]
2807,[ -8.173683  41.082615]
2808,[ -8.739405  41.499657]
2809,[ -8.427789  41.028255]
2810,[ -8.785674  41.592303]
2811,[ -8.37702   41.240961]
2812,[ -8.651439  40.627341]
2813,[ -8.029548  41.458077]
2814,[ -8.484669  40.858047]
2815,[ -8.545905  40.965354]
2816,[ -7.950168  41.45742 ]
2817,[ -8.470926  41.361669]
2818,[ -8.316774  41.309541]
2819,[ -8.245224  41.043168]
2820,[ -8.647569  41.985414]
2821,[ -7.317018  41.978538]
2822,[ -8.414235  41.609988]
2823,[ -6.751989  40.587642]
2824,[ -8.682957  39.920634]
2825,[ -8.053659  41.102352]
2826,[ -8.271279  41.204574]
2827,[ -8.137935  41.464998]
2828,[ -7.92603   41.183595]
2829,[ -7.884144  41.012883]
2830,[ -8.356527  41.476491]
2831,[ -8.451387  41.176872]
2832,[ -7.808535  41.095998]
2833,[ -8.219268  41.123556]
2834,[ -8.558244  40.797234]
2835,[ -8.395695  41.532813]
2836,[ -8.144784  41.062401]
2837,[ -8.762994  40.486203]
2838,[ -8.078787  41.176647]
2839,[ -8.658612  40.859478]
2840,[ -8.131878  40.279041]
2841,[ -8.218206  41.007249]
2842,[ -8.45289   41.807817]
2843,[ -7.688457  41.502024]
2844,[ -8.09442   41.270805]
2845,[-13.476465  38.935314]
2846,[ -8.571852  40.975128]
2847,[ -8.252964  41.084919]
2848,[ -8.145054  41.475231]
2849,[ -8.518788  41.016879]
2850,[ -8.677314  40.589883]
2851,[ -8.743455  41.682654]
2852,[ -8.698455  41.371317]
2853,[ -7.320546  41.662332]
2854,[ -7.17462   41.468751]
2855,[ -8.706348  41.293656]
2856,[ -8.382285  42.053004]
2857,[ -4.911228  42.040764]
2858,[ -8.777214  41.526099]
2859,[ -8.578458  40.923963]
2860,[ -8.600463  41.369841]
2861,[ -7.946955  41.193504]
2862,[ -8.408475  41.194035]
2863,[ -7.886691  41.718312]
2864,[ -7.498953  40.284306]
2865,[ -8.359641  41.239719]
2866,[ -8.439651  40.243707]
2867,[ -8.12961   41.228793]
2868,[ -8.432622  40.916997]
2869,[ -8.654814  42.054714]
2870,[ -8.196462  41.325975]
2871,[ -8.144325  41.636592]
2872,[ -6.085845  40.899096]
2873,[ -8.471124  40.998465]
2874,[ -8.709165  39.563253]
2875,[ -8.479836  41.562522]
2876,[ -8.6085    40.883013]
2877,[ -7.340409  41.701032]
2878,[ -8.636598  40.989204]
2879,[ -3.02553   39.956724]
2880,[ -8.458083  41.507622]
2881,[ -8.445591  41.520492]
2882,[ -9.170523  38.839113]
2883,[ -8.561205  40.546998]
2884,[ -8.261478  40.394853]
2885,[ -7.7328    40.845483]
2886,[ -8.484192  41.369571]
2887,[ -8.576406  41.01084 ]
2888,[ -8.573337  41.77188 ]
2889,[ -8.43912   41.422527]
2890,[ -8.567496  40.82436 ]
2891,[ -8.250498  41.442444]
2892,[ -8.489025  41.384502]
2893,[ -8.638011  40.615389]
2894,[ -8.819901  41.819535]
2895,[ -8.259372  40.416075]
2896,[-16.108047  39.686031]
2897,[ -8.316081  41.261805]
2898,[ -8.635491  40.955022]
2899,[ -8.782209  41.710635]
2900,[ -8.32626   41.214897]
2901,[ -8.502129  40.910373]
2902,[ -8.516601  41.486328]
2903,[ -8.242785  41.284782]
2904,[ -8.54334   40.758453]
2905,[ -8.483481  40.370085]
2906,[ -8.430381  41.654367]
2907,[ -8.484048  40.343643]
2908,[ -8.547093  40.78728 ]
2909,[ -8.811153  40.213467]
2910,[ -8.212644  41.241321]
2911,[ -7.285824  41.754726]
2912,[ -8.770734  41.678928]
2913,[ -8.743176  41.392116]
2914,[ -8.633178  40.545756]
2915,[ -8.724213  45.029601]
2916,[ -7.84503   40.708521]
2917,[ -8.291304  39.41487 ]
2918,[ -8.769519  41.592564]
2919,[ -8.664372  41.139702]
2920,[ -8.747712  41.540319]
2921,[ -8.493165  40.358259]
2922,[ -8.388756  41.662296]
2923,[ -7.696476  41.324697]
2924,[ -8.658477  41.875065]
2925,[ -8.542017  41.339448]
2926,[ -8.695557  41.393304]
2927,[ -8.274942  41.453334]
2928,[ -8.387235  41.14566 ]
2929,[ -8.4753    41.098374]
2930,[ -8.332587  40.670046]
2931,[ -8.512992  40.690638]
2932,[ -9.148284  38.743209]
2933,[ -8.443242  40.26177 ]
2934,[ -8.397612  42.076593]
2935,[ -8.536221  41.529618]
2936,[ -8.59716   40.848966]
2937,[ -8.348094  41.610807]
2938,[ -7.665678  41.463342]
2939,[ -8.161713  41.72904 ]
2940,[ -8.509455  41.417784]
2941,[ -8.402805  41.386581]
2942,[ -8.255736  41.027598]
2943,[ -8.616501  41.030298]
2944,[ -8.458362  41.481054]
2945,[ -8.54739   40.639815]
2946,[ -8.39637   40.843035]
2947,[ -8.254791  40.919301]
2948,[ -8.548191  41.360661]
2949,[ -7.922754  41.190543]
2950,[ -8.413551  41.211864]
2951,[ -8.340012  41.278311]
2952,[ -8.351802  41.378886]
2953,[ -8.227512  41.070888]
2954,[ -8.106273  41.247954]
2955,[ -8.540397  40.956093]
2956,[ -8.079363  41.306418]
2957,[ -7.979076  41.263452]
2958,[ -8.372016  41.285907]
2959,[ -8.848647  41.86539 ]
2960,[ -8.552988  40.784742]
2961,[ -8.8497    41.796279]
2962,[ -8.430534  41.665734]
2963,[ -8.379432  40.524255]
2964,[ -8.466948  41.582565]
2965,[ -8.191962  41.357781]
2966,[ -7.405443  41.148414]
2967,[ -8.376669  41.052618]
2968,[ -8.766036  41.572332]
2969,[ -8.440218  41.594184]
2970,[ -8.636265  40.729716]
2971,[ -8.391852  41.296887]
2972,[ -8.482878  41.119281]
2973,[ -8.696619  40.492197]
2974,[ -8.614809  40.989708]
2975,[ -8.383545  41.288193]
2976,[ -7.364475  40.594392]
2977,[ -8.471583  41.300775]
2978,[ -8.431128  40.510827]
2979,[ -4.588119  43.764426]
2980,[ -8.768376  41.482044]
2981,[ -8.210952  41.455674]
2982,[ -8.718768  41.647743]
2983,[ -7.977636  41.208615]
2984,[ -8.279559  41.447547]
2985,[ -8.224866  41.230521]
2986,[ -8.426268  41.241096]
2987,[ -8.538723  41.047326]
2988,[ -8.513667  40.448979]
2989,[ -8.464905  40.26978 ]
2990,[ -8.446752  40.873698]
2991,[ -7.451523  41.718555]
2992,[ -8.580402  41.009238]
2993,[ -7.75899   40.616082]
2994,[ -8.4717    40.685733]
2995,[ -8.456328  41.288364]
2996,[ -7.812423  41.103756]
2997,[ -8.568405  41.444775]
2998,[ -8.400213  41.357574]
2999,[ -8.183835  41.577327]
3000,[ -8.294391  41.127552]
3001,[ -8.480394  40.85244 ]
3002,[ -8.566569  40.567356]
3003,[ -8.559621  42.033276]
3004,[ -8.440812  41.383197]
3005,[ -8.564931  41.780016]
3006,[ -8.380125  40.851531]
3007,[ -8.622594  42.136569]
3008,[ -8.360208  41.415219]
3009,[ -7.759845  41.280021]
3010,[ -6.958692  41.535225]
3011,[ -8.674695  41.297868]
3012,[ -8.608383  40.535757]
3013,[ -8.361063  41.235642]
3014,[ -7.849836  40.631976]
3015,[ -8.608338  41.028156]
3016,[ -8.606061  40.90815 ]
3017,[ -7.699401  40.582062]
3018,[ -8.601894  41.494185]
3019,[ -8.515197  40.920588]
3020,[ -8.612469  40.87278 ]
3021,[ -8.532972  40.791195]
3022,[ -8.2746    41.291892]
3023,[ -8.221626  41.328198]
3024,[ -8.19783   41.309244]
3025,[ -8.489232  42.076386]
3026,[ -8.624025  41.42862 ]
3027,[ -8.666082  40.870863]
3028,[ -8.471331  41.284395]
3029,[ -8.67726   41.500836]
3030,[ -8.441226  41.539212]
3031,[ -8.276841  41.118435]
3032,[ -8.619768  40.98348 ]
3033,[ -8.58762   40.309416]
3034,[ -7.473312  41.757795]
3035,[ -8.424315  41.597388]
3036,[ -8.399862  41.288148]
3037,[ -8.576793  41.334804]
3038,[ -7.919838  40.658535]
3039,[ -7.020873  41.837994]
3040,[ -8.462853  40.835007]
3041,[ -7.184754  41.308605]
3042,[ -7.947162  41.115294]
3043,[ -8.22339   41.402421]
3044,[ -8.477982  41.063706]
3045,[ -8.510661  41.541111]
3046,[ -8.454249  41.273613]
3047,[ -8.492571  41.065038]
3048,[ -8.293644  41.151483]
3049,[ -8.392095  40.819554]
3050,[ -8.257347  41.247909]
3051,[ -7.731225  41.277132]
3052,[ -8.429022  41.599845]
3053,[ -8.322336  41.265684]
3054,[ -8.325666  41.238963]
3055,[ -7.741287  41.2776  ]
3056,[ -7.924032  41.201541]
3057,[ -8.450748  40.974867]
3058,[ -8.727156  41.344389]
3059,[ -8.554122  40.827366]
3060,[ -8.162739  40.968972]
3061,[ -8.618427  40.837995]
3062,[ -8.689311  39.619386]
3063,[ -8.467353  41.329953]
3064,[ -8.090928  41.073714]
3065,[ -8.61516   41.312511]
3066,[ -9.12303   38.713023]
3067,[ -7.375464  41.343867]
3068,[ -8.033976  41.261103]
3069,[ -8.320194  41.540571]
3070,[ -7.791759  40.583907]
3071,[ -8.06958   41.111685]
3072,[ -8.50338   41.084811]
3073,[ -8.578683  40.834827]
3074,[ -8.015202  41.552658]
3075,[ -8.511327  41.008644]
3076,[ -7.895007  40.90617 ]
3077,[ -7.756812  41.125743]
3078,[ -8.594064  40.348314]
3079,[ -6.982389  41.480055]
3080,[ -8.410743  40.203378]
3081,[ -8.315163  41.598351]
3082,[ -8.477001  41.638545]
3083,[ -8.406054  41.277159]
3084,[ -8.521587  40.928661]
3085,[ -8.608815  40.794363]
3086,[ -7.929891  40.658625]
3087,[ -8.165007  41.117229]
3088,[ -8.437725  41.509908]
3089,[ -8.45478   41.257071]
3090,[ -7.719561  41.298678]
3091,[ -8.417043  40.894992]
3092,[ -8.631    40.65282]
3093,[ -6.742422  41.747742]
3094,[ -7.908822  40.633848]
3095,[ -8.609994  40.993425]
3096,[ -6.965055  41.539176]
3097,[ -9.729117  37.313784]
3098,[ -8.653329  41.314662]
3099,[ -8.454465  40.911669]
3100,[ -8.740638  41.43708 ]
3101,[ -7.993539  41.276934]
3102,[ -8.621748  40.880727]
3103,[ -7.94466   41.111883]
3104,[ -8.523234  41.791833]
3105,[ -8.591652  41.049315]
3106,[ -8.475822  41.379579]
3107,[ -8.523729  40.953609]
3108,[ -8.640099  41.522139]
3109,[ -7.729551  41.11893 ]
3110,[ -8.383464  41.307732]
3111,[ -8.675775  41.390631]
3112,[ -8.387217  41.036715]
3113,[ -8.235756  41.170077]
3114,[ -8.491329  40.405095]
3115,[ -8.383464  41.346909]
3116,[ -8.655993  40.946616]
3117,[ -8.568495  40.959882]
3118,[ -8.724888  39.880512]
3119,[ -8.543349  41.07195 ]
3120,[ -8.593992  40.669713]
3121,[ -8.180424  39.493548]
3122,[ -8.484741  40.912749]
3123,[-36.913779  38.860596]
3124,[ -8.154666  41.406471]
3125,[ -9.143154  38.741931]
3126,[ -7.789716  41.262462]
3127,[ -8.484489  40.990887]
3128,[ -8.473968  41.463297]
3129,[ -8.314002  41.426874]
3130,[ -7.275294  40.440528]
3131,[ -8.761446  39.236085]
3132,[ -8.804223  39.749211]
3133,[ -8.747514  39.787821]
3134,[ -8.757783  41.546799]
3135,[ -8.697258  40.777515]
3136,[ -8.123382  41.068107]
3137,[ -8.981919  39.54807 ]
3138,[ -8.411085  41.567796]
3139,[ -8.712162  41.335551]
3140,[ -8.596125  40.648428]
3141,[ -7.668225  41.308164]
3142,[ -8.706915  40.289373]
3143,[ -8.57736   41.005053]
3144,[ -8.397909  41.141187]
3145,[ -8.111862  41.245272]
3146,[ -8.460117  41.032854]
3147,[ -8.512011  41.349933]
3148,[ -8.373141  41.249871]
3149,[ -8.304642  41.012163]
3150,[ -9.154332  39.266892]
3151,[ -8.467425  41.45283 ]
3152,[ -8.511102  41.257917]
